computed: ['13.45', '86.55', '0.00']
submissions: ['8.04', '84.18', '7.77']
seasons: ['0.00', '0.00', '100.00']
smell: ['27.87', '71.75', '0.39']
outstanding: ['99.34', '0.60', '0.06']
exclude: ['96.84', '3.16', '0.00']
published: ['99.98', '0.02', '0.00']
peace: ['76.19', '0.11', '23.70']
success: ['9.77', '0.28', '89.95']
affordable: ['100.00', '0.00', '0.00']
banner: ['47.96', '14.49', '37.56']
manufacture: ['99.10', '0.89', '0.01']
kits: ['1.42', '97.60', '0.98']
closing: ['0.03', '99.97', '0.01']
gem: ['3.57', '3.91', '92.52']
regional: ['3.47', '2.12', '94.41']
scenic: ['0.40', '0.87', '98.73']
signatures: ['4.32', '92.81', '2.87']
investments: ['58.35', '5.38', '36.27']
hire: ['100.00', '0.00', '0.00']
supported: ['89.17', '1.22', '9.61']
architects: ['79.62', '0.10', '20.27']
cocks: ['0.04', '0.23', '99.73']
does: ['0.00', '0.00', '100.00']
proceed: ['1.12', '98.57', '0.30']
sending: ['22.27', '77.29', '0.44']
yacht: ['99.82', '0.01', '0.17']
furniture: ['98.99', '0.95', '0.07']
charter: ['99.56', '0.15', '0.29']
signature: ['92.19', '2.26', '5.55']
breakfast: ['2.87', '64.36', '32.77']
atlantic: ['99.15', '0.00', '0.85']
bandwidth: ['0.89', '97.97', '1.15']
compact: ['99.73', '0.25', '0.03']
gorgeous: ['96.92', '0.04', '3.04']
flyer: ['99.94', '0.05', '0.02']
authentic: ['99.54', '0.07', '0.39']
difficult: ['0.00', '99.46', '0.54']
pirates: ['9.85', '0.02', '90.13']
feeding: ['6.94', '25.95', '67.11']
numeric: ['5.50', '94.48', '0.02']
latitude: ['1.68', '98.12', '0.20']
render: ['4.60', '94.87', '0.53']
beings: ['25.11', '74.86', '0.03']
finals: ['0.01', '1.65', '98.35']
shares: ['89.08', '9.80', '1.12']
focusing: ['99.89', '0.11', '0.00']
violation: ['0.00', '88.98', '11.02']
dancing: ['63.73', '36.09', '0.18']
provide: ['41.78', '58.04', '0.18']
awful: ['1.17', '98.74', '0.09']
identifying: ['47.75', '52.09', '0.16']
rider: ['0.03', '13.48', '86.49']
versions: ['0.50', '11.45', '88.05']
joy: ['0.00', '48.00', '52.00']
visual: ['13.75', '22.65', '63.59']
gives: ['0.00', '0.00', '100.00']
informal: ['0.22', '99.78', '0.01']
introductory: ['99.93', '0.07', '0.00']
mate: ['81.18', '18.80', '0.02']
dresses: ['6.21', '0.66', '93.13']
pct: ['0.00', '0.00', '100.00']
aye: ['0.85', '99.15', '0.00']
pushed: ['4.87', '1.87', '93.25']
eating: ['11.36', '69.86', '18.78']
payroll: ['56.99', '33.22', '9.78']
proceeding: ['0.67', '98.93', '0.40']
glass: ['25.58', '0.00', '74.42']
doom: ['98.44', '1.55', '0.00']
practitioner: ['78.62', '12.74', '8.64']
flashers: ['81.88', '14.42', '3.70']
hurt: ['0.03', '98.71', '1.26']
patients: ['0.02', '0.04', '99.94']
enjoying: ['5.41', '2.21', '92.38']
pale: ['3.10', '96.89', '0.01']
cathedral: ['92.83', '3.77', '3.40']
dealtime: ['19.07', '33.67', '47.25']
membership: ['95.20', '0.95', '3.85']
associate: ['75.49', '22.50', '2.01']
iraqi: ['0.00', '35.20', '64.80']
saints: ['3.37', '96.26', '0.38']
phone: ['69.13', '0.50', '30.37']
referring: ['99.55', '0.20', '0.25']
controlled: ['52.04', '27.05', '20.91']
opportunity: ['0.55', '22.72', '76.73']
develops: ['47.56', '33.39', '19.05']
expansys: ['19.07', '33.67', '47.25']
charms: ['83.12', '1.53', '15.36']
expires: ['0.03', '99.52', '0.45']
beans: ['0.70', '99.12', '0.18']
represent: ['99.25', '0.71', '0.04']
suspension: ['0.18', '83.40', '16.42']
copyrighted: ['71.36', '27.68', '0.96']
dramatic: ['93.05', '0.20', '6.74']
worthy: ['84.08', '15.92', '0.00']
immediate: ['88.21', '10.61', '1.18']
appropriations: ['0.13', '98.33', '1.54']
challenges: ['0.01', '6.19', '93.80']
inbox: ['100.00', '0.00', '0.00']
regulations: ['0.00', '99.93', '0.06']
cologne: ['93.14', '3.61', '3.24']
happens: ['68.95', '18.33', '12.72']
hopkins: ['88.39', '1.79', '9.82']
macro: ['80.30', '12.23', '7.47']
significance: ['6.80', '83.33', '9.87']
airline: ['35.12', '8.62', '56.26']
divorce: ['0.64', '99.34', '0.02']
organisation: ['45.20', '9.02', '45.78']
unexpected: ['13.20', '86.37', '0.43']
bronze: ['6.67', '67.15', '26.17']
worlds: ['6.42', '0.01', '93.57']
chief: ['96.69', '0.01', '3.31']
body: ['10.98', '75.54', '13.48']
earth: ['0.03', '99.71', '0.25']
end: ['97.45', '0.03', '2.52']
reviewing: ['73.60', '26.27', '0.13']
commissioners: ['96.26', '3.42', '0.32']
purchased: ['99.99', '0.01', '0.00']
tiger: ['5.58', '15.86', '78.56']
diameter: ['6.20', '10.53', '83.28']
port: ['0.15', '0.00', '99.85']
followed: ['99.70', '0.02', '0.28']
programmes: ['34.45', '13.67', '51.88']
scholars: ['99.67', '0.01', '0.32']
wedding: ['57.02', '4.15', '38.83']
handling: ['99.87', '0.01', '0.12']
generation: ['68.85', '29.55', '1.61']
win: ['99.58', '0.02', '0.40']
suit: ['0.43', '95.54', '4.04']
finishing: ['65.02', '3.51', '31.47']
routing: ['0.84', '91.14', '8.03']
equipment: ['0.15', '99.84', '0.01']
perspective: ['5.31', '94.08', '0.61']
younger: ['0.88', '98.88', '0.25']
publicity: ['5.33', '94.33', '0.34']
movers: ['90.57', '9.41', '0.02']
carter: ['99.56', '0.15', '0.29']
backing: ['14.65', '0.37', '84.98']
preserve: ['98.76', '1.09', '0.15']
archives: ['99.12', '0.34', '0.53']
old: ['0.00', '0.03', '99.97']
official: ['11.19', '84.45', '4.36']
contributions: ['9.81', '7.61', '82.58']
nuclear: ['98.92', '0.24', '0.84']
silk: ['1.36', '0.13', '98.51']
textbook: ['98.41', '0.93', '0.66']
mileage: ['14.57', '85.39', '0.03']
horse: ['0.04', '96.32', '3.64']
officer: ['0.72', '67.42', '31.87']
agency: ['82.01', '10.24', '7.75']
arm: ['0.00', '2.30', '97.70']
mistress: ['0.43', '98.83', '0.74']
united: ['98.32', '1.68', '0.00']
letting: ['0.16', '7.13', '92.70']
attempt: ['0.00', '70.83', '29.17']
hostel: ['62.01', '0.01', '37.98']
lyrics: ['98.62', '1.23', '0.15']
dist: ['66.39', '33.60', '0.01']
viral: ['22.22', '77.47', '0.31']
ecology: ['2.17', '96.43', '1.40']
describing: ['79.13', '1.36', '19.51']
daughters: ['19.70', '0.91', '79.39']
alternate: ['45.56', '54.17', '0.27']
chicken: ['0.15', '99.84', '0.01']
enter: ['0.01', '0.00', '99.99']
complications: ['0.01', '39.00', '60.99']
cross: ['0.01', '99.91', '0.08']
operating: ['0.88', '63.36', '35.76']
corruption: ['1.10', '81.09', '17.81']
building: ['29.20', '49.95', '20.85']
ministers: ['81.60', '13.48', '4.92']
theology: ['0.12', '99.71', '0.16']
blend: ['92.61', '0.40', '6.99']
cord: ['99.70', '0.00', '0.29']
item: ['94.98', '5.02', '0.00']
cruises: ['83.32', '0.01', '16.68']
retired: ['99.07', '0.13', '0.80']
hearing: ['0.09', '99.82', '0.08']
instructors: ['98.19', '1.41', '0.40']
loan: ['99.69', '0.18', '0.14']
selective: ['80.22', '19.17', '0.61']
pieces: ['82.79', '0.00', '17.21']
philippines: ['99.87', '0.12', '0.01']
lying: ['0.00', '99.85', '0.15']
checklist: ['99.93', '0.06', '0.01']
congressional: ['0.75', '90.48', '8.78']
office: ['98.30', '0.52', '1.19']
consistent: ['99.56', '0.42', '0.02']
picking: ['87.20', '0.48', '12.33']
gossip: ['1.23', '98.76', '0.00']
celebration: ['0.93', '52.79', '46.28']
development: ['0.08', '11.76', '88.16']
mastercard: ['43.88', '0.02', '56.10']
obtained: ['97.86', '0.99', '1.14']
took: ['0.00', '6.91', '93.08']
gnu: ['0.00', '0.01', '99.99']
gardens: ['0.23', '0.46', '99.31']
assessment: ['0.10', '99.89', '0.01']
pussy: ['0.06', '60.62', '39.31']
labels: ['99.61', '0.00', '0.39']
avi: ['31.37', '20.78', '47.85']
sims: ['0.45', '0.40', '99.15']
performs: ['2.58', '75.12', '22.30']
torture: ['0.14', '98.41', '1.45']
thank: ['8.26', '89.92', '1.82']
tools: ['0.20', '99.76', '0.04']
mounting: ['38.77', '54.19', '7.04']
construct: ['12.31', '87.58', '0.11']
large: ['27.75', '72.22', '0.03']
gentle: ['80.40', '18.26', '1.33']
avatar: ['0.01', '0.16', '99.83']
autos: ['99.90', '0.09', '0.00']
earnings: ['8.11', '89.09', '2.80']
unavailable: ['5.17', '89.66', '5.17']
namespace: ['95.56', '3.88', '0.56']
distributed: ['98.56', '1.40', '0.03']
picked: ['41.13', '0.03', '58.84']
offer: ['96.65', '0.51', '2.84']
rose: ['5.79', '94.16', '0.05']
turned: ['99.77', '0.01', '0.22']
strips: ['2.85', '80.26', '16.89']
bite: ['0.54', '6.61', '92.85']
moisture: ['1.03', '96.56', '2.41']
printer: ['85.60', '0.16', '14.24']
officials: ['4.88', '79.08', '16.04']
myspace: ['15.39', '2.57', '82.04']
introduced: ['96.98', '3.00', '0.02']
bags: ['0.22', '0.00', '99.78']
taste: ['0.38', '91.24', '8.38']
vids: ['7.05', '91.53', '1.41']
broken: ['66.50', '15.87', '17.63']
frontier: ['46.12', '5.48', '48.40']
thin: ['1.01', '98.96', '0.03']
glory: ['0.20', '99.32', '0.48']
birth: ['0.00', '100.00', '0.00']
expect: ['22.94', '41.44', '35.62']
driver: ['0.16', '4.95', '94.90']
decided: ['99.36', '0.63', '0.01']
actual: ['0.10', '99.90', '0.00']
painted: ['33.36', '64.24', '2.40']
unknown: ['4.60', '95.39', '0.01']
light: ['3.35', '96.44', '0.21']
command: ['85.12', '1.28', '13.60']
mom: ['0.00', '99.80', '0.20']
int: ['0.12', '0.00', '99.88']
motivation: ['16.32', '81.42', '2.25']
rolling: ['0.05', '99.72', '0.22']
rest: ['0.80', '91.24', '7.96']
sad: ['0.00', '100.00', '0.00']
entry: ['11.19', '46.23', '42.57']
literacy: ['2.82', '91.57', '5.61']
developed: ['88.88', '10.07', '1.05']
thinkpad: ['0.09', '99.88', '0.03']
eyes: ['1.25', '0.02', '98.73']
consideration: ['1.77', '96.80', '1.43']
graphs: ['13.45', '82.62', '3.93']
displayed: ['89.91', '7.51', '2.57']
analysis: ['0.31', '99.69', '0.00']
bridges: ['14.56', '18.27', '67.18']
handheld: ['98.94', '0.30', '0.76']
pearl: ['1.29', '0.00', '98.71']
stolen: ['99.53', '0.14', '0.34']
jurisdiction: ['26.75', '72.08', '1.17']
grateful: ['19.55', '78.36', '2.09']
french: ['76.29', '22.00', '1.71']
closure: ['0.03', '91.18', '8.80']
scheduled: ['13.58', '28.70', '57.71']
emails: ['3.39', '0.54', '96.08']
alpine: ['0.67', '26.80', '72.53']
resulted: ['97.80', '0.08', '2.12']
artist: ['55.60', '35.99', '8.41']
suggest: ['99.84', '0.16', '0.00']
frequency: ['0.66', '99.23', '0.11']
transaction: ['0.46', '40.77', '58.77']
supplement: ['10.67', '89.25', '0.08']
essence: ['17.34', '73.41', '9.25']
proxy: ['0.32', '0.64', '99.05']
investment: ['81.83', '1.53', '16.64']
calendars: ['32.19', '3.15', '64.66']
colleagues: ['71.39', '7.11', '21.50']
astrology: ['71.40', '23.52', '5.07']
pot: ['0.00', '99.98', '0.01']
doe: ['0.53', '79.00', '20.47']
noble: ['0.01', '99.98', '0.01']
seen: ['100.00', '0.00', '0.00']
sections: ['2.01', '4.15', '93.84']
behavior: ['0.00', '100.00', '0.00']
wav: ['31.37', '20.78', '47.85']
accidents: ['7.15', '92.75', '0.10']
scanned: ['90.91', '1.23', '7.86']
young: ['0.84', '66.09', '33.07']
engines: ['99.91', '0.09', '0.00']
involved: ['21.69', '25.05', '53.26']
proposals: ['0.67', '96.70', '2.63']
dealt: ['99.99', '0.00', '0.00']
rf: ['12.98', '87.02', '0.00']
sender: ['77.10', '21.59', '1.32']
minor: ['62.25', '36.73', '1.02']
indirect: ['97.99', '2.00', '0.01']
disclaimers: ['0.13', '99.77', '0.10']
quotes: ['99.49', '0.30', '0.20']
simpsons: ['35.68', '14.95', '49.37']
southeast: ['74.72', '4.92', '20.36']
offering: ['44.87', '0.37', '54.76']
mid: ['99.69', '0.00', '0.31']
wordpress: ['99.93', '0.06', '0.01']
preferred: ['99.19', '0.65', '0.15']
submission: ['0.94', '95.59', '3.47']
ambient: ['7.31', '91.89', '0.80']
parts: ['37.95', '48.39', '13.67']
flexibility: ['6.32', '91.17', '2.51']
belly: ['75.33', '0.67', '24.00']
lip: ['0.01', '1.66', '98.32']
powerful: ['99.79', '0.08', '0.13']
live: ['0.12', '99.88', '0.01']
begins: ['25.75', '0.09', '74.16']
devices: ['2.07', '63.22', '34.71']
patrol: ['88.50', '0.49', '11.01']
invitation: ['0.02', '19.85', '80.13']
intent: ['0.00', '100.00', '0.00']
learners: ['94.92', '0.01', '5.06']
reviewer: ['85.83', '13.84', '0.33']
hz: ['1.30', '21.37', '77.33']
blogging: ['99.16', '0.84', '0.00']
psychiatry: ['0.36', '98.14', '1.49']
fever: ['0.04', '0.89', '99.07']
happening: ['3.24', '95.49', '1.27']
processors: ['84.48', '14.06', '1.46']
high: ['99.95', '0.05', '0.00']
pillow: ['0.20', '6.91', '92.89']
hybrid: ['97.03', '2.95', '0.02']
lunch: ['0.05', '98.99', '0.96']
serial: ['63.41', '2.87', '33.72']
adjustment: ['0.01', '99.51', '0.48']
reasoning: ['16.27', '83.72', '0.00']
scope: ['24.39', '9.08', '66.53']
divisions: ['23.97', '4.55', '71.48']
void: ['0.00', '91.24', '8.76']
administrator: ['36.11', '6.53', '57.36']
users: ['91.13', '0.21', '8.66']
earrings: ['7.65', '0.00', '92.34']
dominant: ['69.79', '0.41', '29.80']
worship: ['26.16', '72.97', '0.87']
reasons: ['1.41', '79.39', '19.20']
keno: ['62.08', '33.32', '4.61']
tolerance: ['0.37', '99.62', '0.01']
edge: ['0.00', '99.80', '0.20']
campaign: ['28.26', '0.57', '71.18']
episodes: ['2.19', '0.02', '97.79']
vacation: ['5.48', '16.75', '77.77']
deposit: ['57.10', '0.04', '42.86']
natural: ['0.28', '70.76', '28.96']
relief: ['66.74', '11.02', '22.24']
grades: ['1.87', '1.48', '96.66']
monitored: ['85.23', '0.80', '13.97']
doubt: ['99.43', '0.57', '0.01']
managed: ['19.52', '0.03', '80.45']
willow: ['0.00', '91.97', '8.03']
super: ['98.64', '0.00', '1.36']
reset: ['21.29', '27.86', '50.85']
destinations: ['2.61', '0.20', '97.18']
surfaces: ['1.83', '6.81', '91.36']
topics: ['0.68', '99.32', '0.00']
highest: ['99.99', '0.01', '0.00']
permit: ['0.05', '96.89', '3.05']
fly: ['0.22', '99.48', '0.30']
reseller: ['99.93', '0.00', '0.07']
displays: ['81.97', '1.33', '16.69']
luck: ['2.73', '97.26', '0.00']
locks: ['0.29', '0.30', '99.41']
cable: ['94.99', '2.47', '2.54']
slut: ['1.38', '11.87', '86.75']
pharmacies: ['0.20', '27.20', '72.60']
impacts: ['28.85', '4.25', '66.90']
donors: ['0.08', '0.01', '99.92']
gross: ['0.30', '99.70', '0.00']
surveillance: ['76.43', '19.26', '4.30']
estimated: ['43.60', '56.40', '0.00']
harvey: ['20.35', '1.16', '78.50']
description: ['36.67', '60.45', '2.88']
mg: ['0.00', '0.00', '100.00']
adventures: ['78.91', '3.34', '17.75']
segment: ['85.50', '14.46', '0.04']
posing: ['1.97', '90.51', '7.52']
editorial: ['98.76', '1.20', '0.04']
hits: ['0.09', '0.00', '99.91']
creativity: ['25.67', '59.42', '14.91']
nc: ['0.63', '99.30', '0.07']
satisfactory: ['94.53', '4.65', '0.82']
battery: ['92.05', '7.60', '0.35']
packed: ['99.61', '0.01', '0.37']
hit: ['28.61', '0.00', '71.39']
considerable: ['10.59', '89.40', '0.00']
secured: ['93.32', '0.00', '6.68']
sports: ['1.98', '28.54', '69.48']
cave: ['0.00', '0.71', '99.29']
blocked: ['13.11', '0.12', '86.77']
shopzilla: ['19.07', '33.67', '47.25']
servers: ['48.56', '0.53', '50.90']
locate: ['99.97', '0.02', '0.00']
legislative: ['0.09', '99.83', '0.08']
news: ['0.00', '100.00', '0.00']
immigration: ['0.15', '97.90', '1.95']
attendance: ['0.02', '99.57', '0.41']
phantom: ['49.46', '48.89', '1.65']
came: ['0.46', '99.52', '0.01']
strength: ['5.64', '72.34', '22.02']
demonstrated: ['99.55', '0.23', '0.22']
worker: ['0.01', '8.80', '91.19']
found: ['100.00', '0.00', '0.00']
asthma: ['0.00', '1.41', '98.59']
couple: ['1.66', '98.34', '0.00']
builder: ['98.50', '0.91', '0.60']
buried: ['0.13', '99.64', '0.23']
having: ['0.07', '85.36', '14.57']
leaf: ['0.02', '97.10', '2.88']
talented: ['91.87', '7.62', '0.51']
pointing: ['8.68', '80.00', '11.32']
glad: ['0.00', '100.00', '0.00']
sand: ['2.72', '40.23', '57.05']
hang: ['0.10', '99.75', '0.15']
paperbacks: ['98.42', '0.76', '0.82']
testimony: ['0.06', '99.89', '0.05']
ignore: ['36.15', '12.14', '51.71']
purchases: ['96.37', '0.01', '3.62']
bears: ['26.04', '0.11', '73.85']
minimal: ['54.94', '45.06', '0.00']
ext: ['100.00', '0.00', '0.00']
orleans: ['88.50', '11.50', '0.00']
cottages: ['0.14', '0.52', '99.34']
simulations: ['0.02', '99.47', '0.51']
much: ['0.00', '100.00', '0.00']
translate: ['99.96', '0.00', '0.04']
vcr: ['0.00', '100.00', '0.00']
modify: ['88.78', '10.97', '0.26']
compatibility: ['2.75', '82.63', '14.62']
execute: ['6.04', '10.39', '83.57']
saving: ['93.99', '5.86', '0.14']
admission: ['0.09', '99.69', '0.22']
blog: ['99.97', '0.03', '0.00']
bibliography: ['99.86', '0.12', '0.03']
endless: ['99.98', '0.01', '0.00']
thermal: ['58.77', '40.88', '0.35']
advert: ['0.46', '99.02', '0.52']
meditation: ['0.87', '90.13', '9.00']
mystery: ['86.62', '1.50', '11.89']
renaissance: ['68.80', '9.68', '21.53']
affiliates: ['99.33', '0.52', '0.15']
founder: ['99.92', '0.05', '0.04']
spotlight: ['61.78', '14.77', '23.45']
olympic: ['0.00', '23.09', '76.91']
res: ['100.00', '0.00', '0.00']
quarterly: ['98.12', '1.71', '0.17']
pack: ['2.88', '0.00', '97.12']
establish: ['4.61', '95.31', '0.08']
commands: ['1.27', '0.07', '98.65']
contain: ['100.00', '0.00', '0.00']
draft: ['0.03', '99.97', '0.01']
covered: ['99.98', '0.02', '0.00']
sales: ['89.21', '0.00', '10.79']
salaries: ['33.15', '65.90', '0.96']
flying: ['14.21', '85.07', '0.72']
guards: ['1.85', '10.25', '87.90']
monetary: ['30.09', '69.31', '0.60']
vampire: ['7.79', '88.12', '4.09']
handles: ['96.52', '0.06', '3.42']
relates: ['99.87', '0.12', '0.01']
plans: ['84.19', '8.10', '7.71']
subsidiary: ['99.99', '0.00', '0.01']
fundamental: ['59.52', '40.47', '0.01']
mechanics: ['3.47', '96.49', '0.04']
chemistry: ['0.79', '99.16', '0.06']
cage: ['0.00', '0.02', '99.97']
exhibits: ['99.63', '0.10', '0.27']
quarters: ['97.68', '0.11', '2.21']
administrators: ['90.38', '3.80', '5.82']
bone: ['77.62', '22.17', '0.21']
dot: ['12.25', '0.33', '87.42']
elements: ['0.05', '91.42', '8.53']
catalyst: ['85.87', '0.02', '14.11']
partial: ['0.28', '99.59', '0.13']
progress: ['2.27', '10.45', '87.28']
margin: ['98.23', '1.76', '0.01']
argued: ['92.84', '3.83', '3.32']
bride: ['4.15', '73.90', '21.94']
pmid: ['100.00', '0.00', '0.00']
beads: ['71.79', '0.00', '28.21']
types: ['89.68', '7.90', '2.42']
mali: ['25.86', '49.22', '24.92']
input: ['0.02', '18.69', '81.29']
chances: ['0.09', '34.80', '65.11']
grow: ['17.00', '53.95', '29.05']
marvel: ['99.01', '0.79', '0.20']
muscles: ['14.55', '0.14', '85.31']
persons: ['57.37', '35.18', '7.45']
modeling: ['0.03', '99.97', '0.00']
blade: ['0.49', '44.79', '54.72']
unity: ['3.98', '73.03', '22.99']
plot: ['60.82', '34.88', '4.30']
pure: ['99.99', '0.01', '0.00']
screens: ['0.01', '0.49', '99.50']
spencer: ['0.73', '0.03', '99.23']
step: ['0.00', '0.00', '100.00']
plastic: ['99.12', '0.17', '0.70']
packing: ['99.95', '0.01', '0.05']
precise: ['4.45', '95.55', '0.00']
fossil: ['29.87', '70.12', '0.01']
operated: ['94.68', '3.42', '1.90']
territory: ['34.32', '10.55', '55.13']
framework: ['0.98', '63.35', '35.66']
missions: ['1.11', '32.50', '66.39']
printers: ['95.78', '0.01', '4.20']
store: ['99.99', '0.00', '0.01']
cemetery: ['2.09', '83.10', '14.81']
identity: ['1.09', '48.28', '50.63']
cheapest: ['99.99', '0.00', '0.01']
decade: ['99.97', '0.00', '0.03']
testing: ['0.00', '99.96', '0.03']
trembl: ['19.07', '33.67', '47.25']
confidentiality: ['5.48', '58.73', '35.79']
dietary: ['0.96', '98.50', '0.54']
oils: ['17.61', '82.18', '0.20']
lectures: ['45.79', '42.23', '11.98']
hormone: ['1.95', '96.96', '1.10']
phases: ['0.01', '0.00', '99.99']
masturbating: ['4.15', '88.34', '7.51']
classified: ['99.97', '0.01', '0.02']
children: ['0.28', '0.01', '99.71']
cap: ['0.01', '99.01', '0.98']
moved: ['34.04', '65.75', '0.21']
warning: ['50.80', '46.69', '2.51']
enabling: ['0.01', '0.16', '99.83']
project: ['84.75', '0.82', '14.42']
including: ['1.02', '1.63', '97.35']
mind: ['49.24', '48.97', '1.79']
language: ['0.08', '99.34', '0.58']
mood: ['0.00', '88.68', '11.32']
sought: ['0.04', '66.12', '33.84']
retailer: ['99.99', '0.00', '0.01']
occupied: ['97.35', '1.20', '1.45']
remind: ['15.09', '84.46', '0.45']
sexuality: ['0.07', '98.62', '1.31']
cherry: ['0.87', '57.76', '41.37']
portion: ['8.83', '42.57', '48.59']
prove: ['100.00', '0.00', '0.00']
initial: ['92.53', '7.46', '0.01']
aids: ['10.80', '12.17', '77.03']
verify: ['62.72', '36.14', '1.14']
quality: ['43.89', '39.01', '17.10']
magnificent: ['98.44', '0.07', '1.49']
colleges: ['80.07', '0.89', '19.04']
proper: ['3.67', '96.30', '0.04']
humidity: ['0.01', '99.90', '0.10']
blackberry: ['2.25', '65.79', '31.97']
longest: ['99.93', '0.00', '0.07']
rewards: ['80.83', '1.27', '17.90']
sensitivity: ['0.41', '97.45', '2.14']
sporting: ['65.71', '10.21', '24.08']
effect: ['1.72', '91.48', '6.79']
monster: ['20.32', '73.02', '6.66']
fare: ['0.00', '99.95', '0.05']
cams: ['53.62', '46.38', '0.00']
bacterial: ['9.71', '32.13', '58.16']
confident: ['99.28', '0.66', '0.06']
customer: ['87.47', '0.06', '12.46']
tax: ['0.00', '100.00', '0.00']
wages: ['0.07', '46.96', '52.98']
hobby: ['97.88', '2.11', '0.00']
spirituality: ['40.76', '57.35', '1.88']
weekend: ['13.44', '8.63', '77.93']
region: ['0.29', '0.01', '99.70']
paying: ['93.66', '6.03', '0.31']
crop: ['0.03', '74.46', '25.50']
alert: ['96.34', '0.31', '3.35']
money: ['0.75', '98.33', '0.92']
hiking: ['6.48', '12.61', '80.91']
fans: ['99.84', '0.06', '0.10']
composite: ['94.78', '3.93', '1.29']
tired: ['2.72', '63.22', '34.06']
blind: ['0.00', '1.80', '98.20']
hood: ['5.75', '0.57', '93.68']
auctions: ['4.89', '88.36', '6.75']
typing: ['79.91', '2.67', '17.42']
east: ['99.54', '0.04', '0.42']
differential: ['3.96', '96.03', '0.01']
